,V0 [V],dV0 [V],BN0 [MHz],dBN0 [MHz],Gamma [MHz],dGamma [MHz]
0,0.5522899259497649,5.811670590710445e-05,1027.793297236049,0.01895992048102617,12.947895819422357,0.07273863470243191
