,BN_cooler [MHz],PhotoEm [V],Error [V]
0,1030,0.003350943843694165,0.0007528198509772198
1,1032,0.011159030148740853,0.0008297207848733298
2,1034,0.022925788026425628,0.0007696295286990116
3,1036,0.038380971183422166,0.0007489999438280532
4,1038,0.018707335932827827,0.0007556502007247597
5,1040,0.015282810748859864,0.0007636973287075398
6,1042,0.010709858873755126,0.0007740996148336211
7,1044,0.011094261251166138,0.0008159159742588658
