,BN_cooler [MHz],PhotoEm [V],Error [V]
0,1032,0.01044040694832804,0.0007483171976888692
1,1034,0.018800524454430617,0.000756231417075451
2,1036,0.03205538167441012,0.0007850049183661104
3,1038,0.04301347029375417,0.0007505364849187047
4,1040,0.05127251975291619,0.0007569920357477129
5,1042,0.05101211597436831,0.000800534044899199
6,1044,0.042410725773830454,0.0007691401808444365
