,BN_cooler [MHz],PhotoEm [V],Error [V]
0,1032,0.01220577456238274,0.00076849090906686
1,1034,0.025695522536919334,0.0007443870442448435
2,1036,0.04115407783372894,0.0007507358826867262
3,1038,0.05692538928554972,0.000776100257916068
4,1040,0.05266237552905287,0.0007661520306906877
5,1042,0.035455693023782923,0.000765983819193941
6,1044,0.013733369709979834,0.0007930726759205558
