,BN_cooler [MHz],PhotoEm [V],Error [V]
0,1032,0.012306575374584468,0.0007812832511316014
1,1034,0.025318680160461758,0.0008207879808729158
2,1036,0.03766747866982382,0.0007914295573255571
3,1038,0.04931085278654472,0.0007656876968229779
4,1040,0.055981904302799645,0.0007631543770274931
5,1042,0.04682528418340904,0.0007444695681792277
6,1044,0.02686618088588695,0.0007758082635836241
