,BN_cooler [MHz],PhotoEm [V],Error [V]
0,1032,0.013051241538427447,0.0007574635391221508
1,1034,0.027012713705009628,0.0007400922791751076
2,1036,0.042925475485974654,0.0007881465462645451
3,1038,0.05052834432566798,0.0007559022227066288
4,1040,0.04228884357921727,0.0007817292784138928
5,1042,0.020149785794626812,0.0007724525016443737
