,BN_cooler [MHz],PhotoEm [V],Error [V]
0,1034,0.01693009713262275,0.0007930596104264715
1,1036,0.027451019844783757,0.0007437229200948035
2,1038,0.036979846513493064,0.0007796931609686322
3,1040,0.04380686184729801,0.0007640073160253772
4,1042,0.048501466248765376,0.000752617476180893
5,1044,0.04274641364471768,0.0007853421180577374
6,1046,0.029190118846420865,0.0008288290613374614
7,1048,0.013344094577606526,0.0007782887398586736
