,V0 [V],dV0 [V],BN0 [MHz],dBN0 [MHz],Gamma [MHz],dGamma [MHz]
0,0.5998353773157591,0.0001359102211046043,1027.3819359846768,0.10176909827748108,18.19336166577229,0.5316079845282331
