,V0 [V],dV0 [V],BN0 [MHz],dBN0 [MHz],Gamma [MHz],dGamma [MHz]
0,0.393847282711928,8.212426695070988e-05,1027.1894451915136,0.1277490427718396,12.481482130451301,0.4151987091829285
