,V0 [V],dV0 [V],BN0 [MHz],dBN0 [MHz],Gamma [MHz],dGamma [MHz]
0,0.3539970906233917,0.00014017047061489727,1028.1286751244231,0.3283482510338377,12.336935151161594,0.9209869132068212
