,V0 [V],dV0 [V],BN0 [MHz],dBN0 [MHz],Gamma [MHz],dGamma [MHz]
0,0.34316385326168747,7.344486374726623e-05,1027.9733527173166,0.2258792802159833,13.31821536691392,0.6517058968238819
