,V0 [V],dV0 [V],BN0 [MHz],dBN0 [MHz],Gamma [MHz],dGamma [MHz]
0,0.349969072051479,6.318141558664195e-05,1027.5159314800428,0.0824303670306968,12.175208271226031,0.2842602094327315
